source,target,punk_type,event_type,punk_id,timestamp
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x5f7190b7943858b7bdd24f069241612091c6a986,Ape,PunkTransfer,2711,1601869718
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x9c00c25fee258855360465f5c1759750c9a375a4,Zombie,PunkTransfer,2484,1602800152
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x10725af1f2919d0acc5cf294285d97710f980490,Zombie,PunkTransfer,5066,1609387965
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x10725af1f2919d0acc5cf294285d97710f980490,Zombie,PunkTransfer,9997,1609657198
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x10725af1f2919d0acc5cf294285d97710f980490,Zombie,PunkTransfer,9997,1611778682
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0xbe7516aef9d60c11f9a8d870736137dbdd8a22df,Zombie,PunkTransfer,2306,1611681294
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0xba19ba5233b49794c33f01654e99a60e579e6f29,Zombie,PunkTransfer,5066,1613678696
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0xba19ba5233b49794c33f01654e99a60e579e6f29,Zombie,PunkTransfer,2329,1620067317
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0xba19ba5233b49794c33f01654e99a60e579e6f29,Zombie,PunkTransfer,5066,1620068185
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0xba19ba5233b49794c33f01654e99a60e579e6f29,Zombie,PunkTransfer,2424,1620161205
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0xba19ba5233b49794c33f01654e99a60e579e6f29,Zombie,PunkTransfer,6649,1620170596
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0xba19ba5233b49794c33f01654e99a60e579e6f29,Zombie,PunkTransfer,5066,1620179559
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0xef466e96326bd8cc34b9aabbf2b2ef82d603e6ad,Zombie,PunkTransfer,3609,1614717131
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x1757d400578cf8a2f3da8228e4402fb1bb3fc968,Ape,PunkTransfer,5314,1620177691
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x50664ede715e131f584d3e7eaabd7818bb20a068,Zombie,PunkTransfer,6649,1620305835
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x50664ede715e131f584d3e7eaabd7818bb20a068,Zombie,PunkTransfer,2066,1620306342
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x1008b08f8bbf1cd933dd3948c94bd238092d189b,Zombie,PunkTransfer,2424,1621324464
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x8f217d5cccd08fd9dce24d6d42aba2bb4ff4785b,Zombie,PunkTransfer,2329,1627592693
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x8f217d5cccd08fd9dce24d6d42aba2bb4ff4785b,Zombie,PunkTransfer,6649,1627592721
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x50dd57f50a17d57304e7a4f262da30beb31c2e87,Zombie,PunkTransfer,3489,1629681071
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0xd2c1a0138716f0f9987977111ba14182e6972630,Zombie,PunkTransfer,2066,1630204757
0x77675847041c3a896f791aa5f357a8c33a38cbac,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,8307,1601370131
0x2d91aa773670cc1974f33361b4fce11cb9c49808,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Ape,PunkTransfer,2711,1599889620
0x219688c6156edea2e2ca7e2036c1c5b7f6451169,0x10d6d942e5c3a6e81364a632a24c0a5a838541e0,Zombie,PunkTransfer,2424,1600540870
0x219688c6156edea2e2ca7e2036c1c5b7f6451169,0x10d6d942e5c3a6e81364a632a24c0a5a838541e0,Zombie,PunkTransfer,2424,1600802819
0x219688c6156edea2e2ca7e2036c1c5b7f6451169,0x34cdf723e9f2d6eb562800807ce1803f7926cad0,Zombie,PunkBought,2424,1601949410
0x219688c6156edea2e2ca7e2036c1c5b7f6451169,0x10725af1f2919d0acc5cf294285d97710f980490,Zombie,PunkTransfer,2424,1607065786
0x77300de3acddd2e87b96bff1946f1371555fd315,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,2424,1600119856
0x77300de3acddd2e87b96bff1946f1371555fd315,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,2306,1600127898
0x77300de3acddd2e87b96bff1946f1371555fd315,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,5066,1600190293
0x77300de3acddd2e87b96bff1946f1371555fd315,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,8553,1600741164
0x77300de3acddd2e87b96bff1946f1371555fd315,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Ape,PunkTransfer,5217,1600742330
0x77300de3acddd2e87b96bff1946f1371555fd315,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,8307,1601150206
0x77300de3acddd2e87b96bff1946f1371555fd315,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,3609,1601750164
0x77300de3acddd2e87b96bff1946f1371555fd315,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,3609,1608612171
0x356971a834f863a42f552ccba928be5dd4f200de,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,4513,1601423356
0xa18fd5dfbc015a115a247e2911fcb9d0a19c999a,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,3831,1600975124
0x0b87ca227ba6bb755d823ad4fee2b8e9d0e7a409,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,9997,1600811066
0x10d6d942e5c3a6e81364a632a24c0a5a838541e0,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,2424,1600541300
0x10d6d942e5c3a6e81364a632a24c0a5a838541e0,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,2424,1600802857
0xfd39f9adf2cc343072aeaacec25941edab3f00b2,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Ape,PunkTransfer,5314,1600365270
0x2817aa3541a74f2b58136924b20409ca63e44917,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,9909,1600455401
0x2817aa3541a74f2b58136924b20409ca63e44917,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,6297,1602961339
0x25dd159bb80ca4216a2693ca0394672e4600578f,0xcd1ab231cf7f0d876c0a99e1209c9227fd6f67e8,Zombie,PunkTransfer,8307,1601931542
0x087173c12ec250a105aaf7cdc57d36958ee8c27d,0xa524d8b55ffa540b2ebee1d2d72716780ff5c24c,Zombie,PunkBought,6704,1617911959
0xbc5dad3942aaebdb1229c9a31923493e15b7699b,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Ape,PunkTransfer,2386,1600998432
0xbc5dad3942aaebdb1229c9a31923493e15b7699b,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,2249,1608670945
0xbbdcba51b0c309a576ce02a0879977a17b14e70c,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,Zombie,PunkTransfer,3831,1608413826
0x843d81eaf23c0073426581de5a3735b060888f1b,0x25dd159bb80ca4216a2693ca0394672e4600578f,Zombie,PunkTransfer,8307,1601573029
0x843d81eaf23c0073426581de5a3735b060888f1b,0x425d33d6bcb86ece121395133ed7f5c167f5fea4,Zombie,PunkTransfer,9997,1601929654
0x843d81eaf23c0073426581de5a3735b060888f1b,0x425d33d6bcb86ece121395133ed7f5c167f5fea4,Zombie,PunkTransfer,2306,1601929678
0x3b890c7206ce7aaf12e565d29a0df0758bf8e1e1,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,5066,1609284562
0xb89ad8872955c76adb4d497bc4f5bad612d5dad1,0x8321795bdace7428d4fadfa30c2ee8e727e491e5,Zombie,PunkTransfer,4830,1603715647
0x9c00c25fee258855360465f5c1759750c9a375a4,0xf24a74caaf7861cdb08cd4edf3153671cbdf24d2,Zombie,PunkTransfer,2484,1601715355
0x9c00c25fee258855360465f5c1759750c9a375a4,0xe8723d26ad5f7ff4ea8902d235f0a8f8b8802f6d,Zombie,PunkBought,2484,1604442650
0xf24a74caaf7861cdb08cd4edf3153671cbdf24d2,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,2484,1601715405
0x425d33d6bcb86ece121395133ed7f5c167f5fea4,0x4ba2d1a96bc4a741740afaf9082a963f1420d5ec,Zombie,PunkTransfer,2306,1608596724
0x425d33d6bcb86ece121395133ed7f5c167f5fea4,0x4ba2d1a96bc4a741740afaf9082a963f1420d5ec,Zombie,PunkTransfer,9997,1608596793
0x34cdf723e9f2d6eb562800807ce1803f7926cad0,0x219688c6156edea2e2ca7e2036c1c5b7f6451169,Zombie,PunkBought,2424,1601950186
0x33eaaee9d0a6192d11bbb370aee0e5d22c3335b5,0xf0d6999725115e3ead3d927eb3329d63afaec09b,Ape,PunkBought,8219,1609904814
0x655533fae22bdde1d73bf7abe97c76f41ffff54d,0x087173c12ec250a105aaf7cdc57d36958ee8c27d,Zombie,PunkBought,6704,1605533220
0xf983557ec70fbf1a4b1e247af7bf10247e9b69c4,0xffb6d97bd1e7b7bd08595096d15037401a1f416b,Zombie,PunkTransfer,9909,1603872373
0xe614065a4ac6d478f141db4595325b537ffa2ea5,0x7ea6030486fabd4844785c99a13dfd66ca05b386,Zombie,PunkTransfer,3831,1609340781
0xe614065a4ac6d478f141db4595325b537ffa2ea5,0xf1b65881041243cb07b9a2067014350239af4116,Zombie,PunkBought,6649,1610943526
0xe614065a4ac6d478f141db4595325b537ffa2ea5,0xf1b65881041243cb07b9a2067014350239af4116,Zombie,PunkBought,3831,1610943814
0x3499ee5c0b3cfe381340d5839d0d8a74ea452a7f,0x82b1f29c5608238df2618f996827933c0d844079,Zombie,PunkBought,5412,1605555055
0x7ea6030486fabd4844785c99a13dfd66ca05b386,0xe614065a4ac6d478f141db4595325b537ffa2ea5,Zombie,PunkTransfer,3831,1609609140
0x10725af1f2919d0acc5cf294285d97710f980490,0xc0f6a1b0f64108d2e3a7ef0eaf4d4aa4bdf3b31e,Zombie,PunkTransfer,2424,1609376393
0x10725af1f2919d0acc5cf294285d97710f980490,0xc0f6a1b0f64108d2e3a7ef0eaf4d4aa4bdf3b31e,Zombie,PunkTransfer,5066,1609654899
0x10725af1f2919d0acc5cf294285d97710f980490,0xc0f6a1b0f64108d2e3a7ef0eaf4d4aa4bdf3b31e,Zombie,PunkTransfer,9997,1611727202
0x10725af1f2919d0acc5cf294285d97710f980490,0x0e44370ac1ffae7655bc810f5af038444ba821cb,Zombie,PunkBought,9997,1612791877
0xf0d6999725115e3ead3d927eb3329d63afaec09b,0xcf74e42266de87aa1a3dfe1e1c5f46db0ac752b2,Zombie,PunkTransfer,1190,1610136594
0xf0d6999725115e3ead3d927eb3329d63afaec09b,0xcf74e42266de87aa1a3dfe1e1c5f46db0ac752b2,Ape,PunkTransfer,8219,1610137583
0xef6d69922bc2d038cb508086846524f8011c4a74,0x0ebd1ab9c0070e857541f9add5a909a8971d0bad,Zombie,PunkBought,2484,1613530916
0x4ba2d1a96bc4a741740afaf9082a963f1420d5ec,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,2306,1608596756
0x4ba2d1a96bc4a741740afaf9082a963f1420d5ec,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,9997,1608596856
0xbf6ccf49cc2874f01916d747a8fe97f14a082be0,0xb4496906d6ea2685e7a46a14baefae9fe3bf0d2f,Zombie,PunkTransfer,2681,1609349076
0xbe7516aef9d60c11f9a8d870736137dbdd8a22df,0x76c0059ccbbd28d5515f9c9db5292a3f0365462e,Zombie,PunkTransfer,6649,1611490682
0xbe7516aef9d60c11f9a8d870736137dbdd8a22df,0x483ec3215a38908459914002aae0b76098768ef6,Zombie,PunkBought,2306,1613016069
0x76c0059ccbbd28d5515f9c9db5292a3f0365462e,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,6649,1611490941
0xb4496906d6ea2685e7a46a14baefae9fe3bf0d2f,0x7f3aff2681ae4c82dc9c755ac9fed7b3429c047e,Zombie,PunkBought,2681,1613754275
0xc0f6a1b0f64108d2e3a7ef0eaf4d4aa4bdf3b31e,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,2424,1609376504
0xc0f6a1b0f64108d2e3a7ef0eaf4d4aa4bdf3b31e,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,5066,1609655115
0xc0f6a1b0f64108d2e3a7ef0eaf4d4aa4bdf3b31e,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,9997,1611727313
0xe4c63b09f3823c567deb28bc0306553a90fdd6b0,0xe614065a4ac6d478f141db4595325b537ffa2ea5,Zombie,PunkTransfer,6649,1609795732
0xcf74e42266de87aa1a3dfe1e1c5f46db0ac752b2,0x43fb99c5bc88c9cfe4d67abdae0fb0a152899702,Zombie,PunkBought,1190,1621315052
0xf1b65881041243cb07b9a2067014350239af4116,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,Zombie,PunkTransfer,6649,1611072510
0xf1b65881041243cb07b9a2067014350239af4116,0xf6bc89cc57e33c4e8053c4d8e63b70bf8c47e1a1,Zombie,PunkBought,3831,1611509287
0x24c5eba1f94b34efb3226ee3ae06884057752c2a,0x266892ed0d40ea5c37f3e0239537999c13468311,Alien,PunkTransfer,2890,1620152300
0xf6bc89cc57e33c4e8053c4d8e63b70bf8c47e1a1,0x1cbb87bb9a4dd0316189eede2277a58590dc124a,Zombie,PunkBought,3831,1627688746
0x29b1b2d083456fd07b19649f8b85f9927a29b1ab,0xf36972bbff0bb63dbc8f2c8a93625647b32e024b,Zombie,PunkTransfer,1119,1615178749
0x701f373df763308d96d8537822e8f9b2bae4e847,0xf3cad40f7f7b43ae2a4226a8c53420569458710c,Zombie,PunkTransfer,6297,1620362756
0x389747708cfe615ca6825243d476c0ebe268e192,0xf2a70bedcc1ea9145cfc2eacc670e798a713b9ad,Zombie,PunkBought,8857,1631385683
0xb1adceddb2941033a090dd166a462fe1c2029484,0x50dd57f50a17d57304e7a4f262da30beb31c2e87,Zombie,PunkTransfer,3489,1615860964
0xb1adceddb2941033a090dd166a462fe1c2029484,0x50dd57f50a17d57304e7a4f262da30beb31c2e87,Zombie,PunkTransfer,6784,1615861055
0xb1adceddb2941033a090dd166a462fe1c2029484,0x50dd57f50a17d57304e7a4f262da30beb31c2e87,Zombie,PunkTransfer,8472,1616013842
0xb1adceddb2941033a090dd166a462fe1c2029484,0x50dd57f50a17d57304e7a4f262da30beb31c2e87,Zombie,PunkTransfer,6784,1620057920
0xb1adceddb2941033a090dd166a462fe1c2029484,0x50dd57f50a17d57304e7a4f262da30beb31c2e87,Zombie,PunkTransfer,3489,1620057920
0xb1adceddb2941033a090dd166a462fe1c2029484,0x50dd57f50a17d57304e7a4f262da30beb31c2e87,Zombie,PunkTransfer,8472,1620057920
0x0e44370ac1ffae7655bc810f5af038444ba821cb,0x279679e6b44ec547c6e0466e5efd7d47ef3a400f,Zombie,PunkTransfer,9997,1617534237
0xc606bb4a465cccb880a82697dd7c35caefe9518c,0x701f373df763308d96d8537822e8f9b2bae4e847,Zombie,PunkTransfer,6297,1612838048
0xba19ba5233b49794c33f01654e99a60e579e6f29,0x73d64b26af2d3cdb327795ae03fd9cd832d086ec,Zombie,PunkTransfer,2329,1613674448
0xba19ba5233b49794c33f01654e99a60e579e6f29,0x73d64b26af2d3cdb327795ae03fd9cd832d086ec,Zombie,PunkTransfer,5066,1620066495
0xba19ba5233b49794c33f01654e99a60e579e6f29,0x73d64b26af2d3cdb327795ae03fd9cd832d086ec,Zombie,PunkTransfer,2329,1620067499
0xba19ba5233b49794c33f01654e99a60e579e6f29,0x73d64b26af2d3cdb327795ae03fd9cd832d086ec,Zombie,PunkTransfer,5066,1620159919
0xba19ba5233b49794c33f01654e99a60e579e6f29,0x73d64b26af2d3cdb327795ae03fd9cd832d086ec,Zombie,PunkTransfer,2424,1620161460
0xba19ba5233b49794c33f01654e99a60e579e6f29,0x73d64b26af2d3cdb327795ae03fd9cd832d086ec,Zombie,PunkTransfer,6649,1620171051
0x483ec3215a38908459914002aae0b76098768ef6,0xf8cc874fe4696131725018138fc4bb44866433e0,Zombie,PunkBought,2306,1618743868
0x54d7f921785ebe46010d83c73712e80dfaff1e81,0xab61cc776cc19af7e99d3ba4539435311fa74e8a,Zombie,PunkBought,2484,1618815924
0x0ebd1ab9c0070e857541f9add5a909a8971d0bad,0x54d7f921785ebe46010d83c73712e80dfaff1e81,Zombie,PunkTransfer,2484,1617988674
0x50664ede715e131f584d3e7eaabd7818bb20a068,0x1dcbc9fb10297917581ba3727c9888b0a53c69b7,Zombie,PunkTransfer,2066,1620305039
0x50664ede715e131f584d3e7eaabd7818bb20a068,0x1dcbc9fb10297917581ba3727c9888b0a53c69b7,Zombie,PunkTransfer,6649,1620306143
0x50664ede715e131f584d3e7eaabd7818bb20a068,0x1dcbc9fb10297917581ba3727c9888b0a53c69b7,Zombie,PunkTransfer,2066,1627599614
0x7f3aff2681ae4c82dc9c755ac9fed7b3429c047e,0xcfbae0fd418b61f563cfbceab3faad56e3a993b3,Zombie,PunkTransfer,2681,1617061426
0x73d64b26af2d3cdb327795ae03fd9cd832d086ec,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,2329,1613674492
0x73d64b26af2d3cdb327795ae03fd9cd832d086ec,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,5066,1620066626
0x73d64b26af2d3cdb327795ae03fd9cd832d086ec,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,2329,1620067705
0x73d64b26af2d3cdb327795ae03fd9cd832d086ec,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,5066,1620160120
0x73d64b26af2d3cdb327795ae03fd9cd832d086ec,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,2424,1620161899
0x73d64b26af2d3cdb327795ae03fd9cd832d086ec,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,6649,1620171229
0x49705967e4a9e3688a393e88eea088562c56ee1f,0xd6a984153acb6c9e2d788f08c2465a1358bb89a7,Ape,PunkBought,2140,1627670216
0x7eb28b2f14a59789ec4c782a5dd957f9c8f33f6b,0x88fb3d509fc49b515bfeb04e23f53ba339563981,Alien,PunkTransfer,7523,1615413524
0xef466e96326bd8cc34b9aabbf2b2ef82d603e6ad,0x4eb676e95a17ee4abe750ed09a4a0a0b9ac26653,Zombie,PunkBought,3609,1614977811
0x4eb676e95a17ee4abe750ed09a4a0a0b9ac26653,0x8847becadb5a21fbfbaf0e89c5d6cec4dbc854c1,Zombie,PunkBought,3609,1617041848
0xe1d29d0a39962a9a8d2a297ebe82e166f8b8ec18,0xff4c60814adc5ee4cdf9a57e0944b1e4678ff09c,Zombie,PunkBought,6649,1627740708
0xf36972bbff0bb63dbc8f2c8a93625647b32e024b,0x6ec30fd91a504aad948839b985c7263888b2ad68,Zombie,PunkBought,1119,1625164826
0x88fb3d509fc49b515bfeb04e23f53ba339563981,0x950012685408083b795506e13d87392bd55d6930,Alien,PunkTransfer,7523,1615416029
0x950012685408083b795506e13d87392bd55d6930,0x405b96e2538ac85ee862e332fa634b158d013ae1,Alien,PunkTransfer,7523,1626365631
0x50dd57f50a17d57304e7a4f262da30beb31c2e87,0xb1adceddb2941033a090dd166a462fe1c2029484,Zombie,PunkTransfer,3489,1617656745
0x50dd57f50a17d57304e7a4f262da30beb31c2e87,0xb1adceddb2941033a090dd166a462fe1c2029484,Zombie,PunkTransfer,6784,1618859609
0x50dd57f50a17d57304e7a4f262da30beb31c2e87,0xb1adceddb2941033a090dd166a462fe1c2029484,Zombie,PunkTransfer,8472,1618859630
0x50dd57f50a17d57304e7a4f262da30beb31c2e87,0x8659044ea27ad1b91502bfe360075267148928ca,Zombie,PunkTransfer,6784,1620954608
0x50dd57f50a17d57304e7a4f262da30beb31c2e87,0x1cbb87bb9a4dd0316189eede2277a58590dc124a,Zombie,PunkBought,8472,1627688798
0x50dd57f50a17d57304e7a4f262da30beb31c2e87,0x8599fd9ec18c2b8918b4dfba7d7f7b4573e4afbb,Zombie,PunkTransfer,3489,1629409359
0x8847becadb5a21fbfbaf0e89c5d6cec4dbc854c1,0x4ea36c63bed2db5d4fb07712bf3d8a376056392b,Zombie,PunkTransfer,3609,1618085963
0x279679e6b44ec547c6e0466e5efd7d47ef3a400f,0xe5fa914955e59529f041c8182378ec8f17b32516,Zombie,PunkTransfer,9997,1626678460
0xab61cc776cc19af7e99d3ba4539435311fa74e8a,0xe301612b0751f6d862a27be205fb8e3c40c8c6db,Zombie,PunkTransfer,2484,1619647501
0x4ea36c63bed2db5d4fb07712bf3d8a376056392b,0x8f58b7d6f42e56964ce5c6c2dbd2a5b45db25a5f,Zombie,PunkTransfer,3609,1618221879
0xf8cc874fe4696131725018138fc4bb44866433e0,0xa351a4fffceed60b6d4351e1b20c55e3a6fb5503,Zombie,PunkTransfer,2306,1618744154
0xa351a4fffceed60b6d4351e1b20c55e3a6fb5503,0xba13f5e38aac6abac49ee0607f9cfa8ac4688a00,Zombie,PunkTransfer,2306,1634318117
0xd2c1a0138716f0f9987977111ba14182e6972630,0xf3016b7608acfbec9df4ae1ead36bb5f1bad4ff4,Zombie,PunkTransfer,2066,1630205175
0x30fe9e1972a79f7351749602c5e3253de6310ba1,0xee20f88c3382d781a21057e0c901cb75569d25e9,Zombie,PunkTransfer,6586,1632854563
0x1dcbc9fb10297917581ba3727c9888b0a53c69b7,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,2066,1620305143
0x1dcbc9fb10297917581ba3727c9888b0a53c69b7,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,6649,1620306179
0x1dcbc9fb10297917581ba3727c9888b0a53c69b7,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,2066,1627599681
0xf3cad40f7f7b43ae2a4226a8c53420569458710c,0xa15a5fd5a3f99d52b5741476572dff8d5c96580c,Zombie,PunkBought,6297,1625525377
0x1008b08f8bbf1cd933dd3948c94bd238092d189b,0xd6a984153acb6c9e2d788f08c2465a1358bb89a7,Zombie,PunkBought,2424,1621865020
0x8f217d5cccd08fd9dce24d6d42aba2bb4ff4785b,0x3b93cbfb99560ab275827d502c49d57a0e5ec5ce,Zombie,PunkBought,2329,1627593625
0x8f217d5cccd08fd9dce24d6d42aba2bb4ff4785b,0xe1d29d0a39962a9a8d2a297ebe82e166f8b8ec18,Zombie,PunkBought,6649,1627594880
0x89cbb15c7ab08a39328b0e3ddf8cffa8d7c50899,0x13c59c501f8557fb44724df06a85ccaeefc90374,Zombie,PunkTransfer,7121,1625341057
0xa15a5fd5a3f99d52b5741476572dff8d5c96580c,0x93321b43d594aff66481261091b989afe4d8cb9f,Zombie,PunkTransfer,6297,1626118315
0xd4b5d09a7f72ac7ebc1853fd2663bdd23c059b02,0xc2d1c329655e75f02ef885b2a686773c7b2ce1d3,Zombie,PunkTransfer,1886,1626390940
0xe5fa914955e59529f041c8182378ec8f17b32516,0x944d3225a911852a2562d362117f6de7e44cd2ae,Zombie,PunkTransfer,9997,1627896189
0x8f7ceefaa1ff5dfd125106ff9e219eff360d57aa,0xe301612b0751f6d862a27be205fb8e3c40c8c6db,Ape,PunkTransfer,5217,1627680801
0x1cbb87bb9a4dd0316189eede2277a58590dc124a,0x9fce8eb77fb67660cb134f4ee4c82a48f415f812,Zombie,PunkTransfer,3831,1629830557
0x1cbb87bb9a4dd0316189eede2277a58590dc124a,0x9fce8eb77fb67660cb134f4ee4c82a48f415f812,Zombie,PunkTransfer,8472,1629830557
0xff4c60814adc5ee4cdf9a57e0944b1e4678ff09c,0x2e675eeae4747c248bfddbafaa3a8a2fdddaa44b,Zombie,PunkTransfer,6649,1627791123
0x2f2f237d2e655cc0a6f6fef761e5aef13087e71f,0x9fce8eb77fb67660cb134f4ee4c82a48f415f812,Zombie,PunkBought,7252,1628044287
0x944d3225a911852a2562d362117f6de7e44cd2ae,0xf2ef5636b38ecf46324ac97957a514beda674d7d,Zombie,PunkTransfer,9997,1632916917
0x9fce8eb77fb67660cb134f4ee4c82a48f415f812,0x956d14b8b548ac2db7069ad33d7b86e6d99f2297,Zombie,PunkBought,7252,1629786842
0x9fce8eb77fb67660cb134f4ee4c82a48f415f812,0xce90a7949bb78892f159f428d0dc23a8e3584d75,Zombie,PunkTransfer,3831,1630348099
0x9fce8eb77fb67660cb134f4ee4c82a48f415f812,0xce90a7949bb78892f159f428d0dc23a8e3584d75,Zombie,PunkTransfer,8472,1630348099
0x8599fd9ec18c2b8918b4dfba7d7f7b4573e4afbb,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,Zombie,PunkTransfer,3489,1629409403
0x85560dbef2533eec139b3e206b119fd700f90262,0x0a8f4037729accb854da856431a87b8a264d8c40,Zombie,PunkTransfer,7252,1630129201
0x956d14b8b548ac2db7069ad33d7b86e6d99f2297,0x85560dbef2533eec139b3e206b119fd700f90262,Zombie,PunkTransfer,7252,1629788811
0xaff336d5653776e9ce858d9d28f9d755c53979df,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,Zombie,PunkBought,6275,1630768382
0xf2a70bedcc1ea9145cfc2eacc670e798a713b9ad,0xdf37ac79f8e9b698c4ab57d30a41e7f272331391,Zombie,PunkTransfer,8857,1631758317
